"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","organic substance metabolic process","GO:0071704","1.3079961146408293e-15","14.883393546067222","11161","285","221","21354","RNF213,PYGL,RARS,MYH9,STAT1,MAP2K2,RPS27A,VARS,ECI2,KARS,ACLY,CTH,PXK,MYOF,GK,HSPH1,RANBP9,PPP3CC,SCP2,RPL7A,HSP90AB1,UBB,ME1,HACL1,FBP1,PIPOX,ASL,ALDH1L1,ACSL5,CPS1,ARG1,HSPA8,AHCY,PAPSS2,FASN,CBS,TAT,SND1,ALDOA,FGGY,HGS,GLS2,ACSL1,ACO1,GDA,ESD,ACOX1,CROT,SEC14L2,ALDOB,EPHX2,UOX,CAT,GAPDH,ASS1,BPGM,GPI,IDH1,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,BAAT,UPB1,EPRS,MAOB,ACAD11,SORD,ISG15,TNFAIP3,USP19,RPS3A,NACA,HSD17B4,TKT,CYP2D10,ECH1,AOX3,IDE,SHPK,SDS,IFIH1,CTPS2,FMO1,ENO1,EIF3A,BHMT,GOT1,SERPINB1A,PGM3,ACTR3,GSK3A,PKM,METAP2,DPP9,RPLP0,GART,ZCCHC6,HSP90AA1,AMACR,EEF1E1,XDH,FARSB,ACOX2,ASPDH,SETD3,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,CCT6A,ECHS1,CYP17A1,PGK1,ANAPC7,WDR61,PPP2CA,AKR1A1,IARS,OASL2,IKBKE,NAIP2,ACOX3,PGAM1,ALDH7A1,EEF1G,GBE1,DARS,ACAA1A,OAS3,AIMP2,ACACA,UBA1,ACTB,GSS,STAT3,ANXA1,IKBKG,PHYH,ACNAT1,PCK1,DPYS,FAM129B,GBP5,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,HAO1,GSTK1,LAP3,SMARCD2,SDSL,LARS,ALDH8A1,WIPI2,BABAM1,CCT5,PAFAH1B1,OAT,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,ATIC,NARS,SNX6,SAMHD1,XRN1,RPS8,ACTR2,EEF2,ACTN4,ALDH2,GLUL,UGDH,DHX9,IDH3A,CCAR2,ACNAT2,PFAS,HSPD1,CTNND1,PTPN6,TGM2,EEF1A1,ANXA2,CAPN1,DNPEP,PFKP,UBE4B,KYNU,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,MDH1,SAA3,HGD,PSMD13,PYCRL,PSMD12,RPL4,PICALM,ALDH1A7,MGST1,CTPS1,USP5"
"GO:BP","purine ribonucleotide metabolic process","GO:0009150","3.623857629457042e-15","14.440828872793169","355","285","33","21354","ACLY,SCP2,FBP1,PIPOX,ACSL5,PAPSS2,FASN,ALDOA,ACSL1,CROT,ALDOB,GAPDH,BPGM,GPI,EHHADH,BAAT,HSD17B4,ENO1,PKM,GART,PGK1,PGAM1,ACACA,STAT3,ACNAT1,ADK,TPI1,PFKL,ATIC,ACNAT2,PFAS,PFKP,KYNU"
"GO:BP","fatty acid catabolic process","GO:0009062","4.617537924986031e-15","14.33558952890461","98","285","20","21354","ECI2,SCP2,HACL1,ACSL5,ACOX1,CROT,EHHADH,ACAD11,HSD17B4,ECH1,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A,PHYH,PCK1,HAO1"
"GO:BP","organophosphate metabolic process","GO:0019637","9.705568273254357e-15","14.012979031041896","891","285","50","21354","PYGL,KARS,ACLY,GK,SCP2,FBP1,PIPOX,ACSL5,CPS1,PAPSS2,FASN,ALDOA,ACSL1,CROT,ALDOB,GAPDH,BPGM,GPI,IDH1,EHHADH,NAMPT,TALDO1,MTHFD1,BAAT,HSD17B4,TKT,SHPK,CTPS2,ENO1,PGM3,PKM,GART,ASPDH,PGK1,OASL2,PGAM1,ACACA,STAT3,ACNAT1,PCK1,ADK,TPI1,PFKL,ATIC,SAMHD1,ACNAT2,PFAS,PFKP,KYNU,CTPS1"
"GO:BP","fatty acid metabolic process","GO:0006631","1.4837431579866785e-14","13.828641270703221","425","285","35","21354","ECI2,ACLY,GK,SCP2,HACL1,ACSL5,FASN,ACSL1,ACOX1,CROT,EPHX2,EHHADH,BAAT,ACAD11,HSD17B4,CYP2D10,ECH1,AMACR,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A,ACACA,ANXA1,PHYH,ACNAT1,PCK1,ADH5,HAO1,GSTP1,ACNAT2,PECR"
"GO:BP","primary metabolic process","GO:0044238","1.719609014189651e-14","13.764570286977593","10280","285","208","21354","RNF213,PYGL,RARS,MYH9,STAT1,MAP2K2,RPS27A,VARS,ECI2,KARS,ACLY,CTH,PXK,MYOF,GK,RANBP9,PPP3CC,SCP2,RPL7A,HSP90AB1,UBB,HACL1,FBP1,PIPOX,ASL,ACSL5,CPS1,ARG1,HSPA8,AHCY,PAPSS2,FASN,CBS,TAT,SND1,ALDOA,FGGY,HGS,GLS2,ACSL1,ACO1,GDA,ACOX1,CROT,SEC14L2,ALDOB,EPHX2,UOX,CAT,GAPDH,ASS1,BPGM,GPI,IDH1,EHHADH,PGM1,NAMPT,TALDO1,MTHFD1,BAAT,UPB1,EPRS,MAOB,ACAD11,SORD,ISG15,TNFAIP3,USP19,RPS3A,NACA,HSD17B4,CYP2D10,ECH1,AOX3,IDE,SHPK,SDS,IFIH1,CTPS2,ENO1,EIF3A,BHMT,GOT1,SERPINB1A,PGM3,ACTR3,GSK3A,PKM,METAP2,DPP9,RPLP0,GART,ZCCHC6,HSP90AA1,AMACR,EEF1E1,XDH,FARSB,ACOX2,ASPDH,SETD3,UBR2,DDX3X,CPT1A,ABCE1,RPL12,CRAT,MTOR,CCT6A,ECHS1,CYP17A1,PGK1,ANAPC7,WDR61,PPP2CA,AKR1A1,IARS,OASL2,IKBKE,NAIP2,ACOX3,PGAM1,EEF1G,GBE1,DARS,ACAA1A,OAS3,AIMP2,ACACA,UBA1,ACTB,STAT3,ANXA1,IKBKG,PHYH,ACNAT1,PCK1,DPYS,FAM129B,DDX58,RPS6,ADK,NSF,ADH5,PSMB1,HAO1,LAP3,SMARCD2,SDSL,LARS,ALDH8A1,WIPI2,BABAM1,CCT5,PAFAH1B1,OAT,GSTP1,TPI1,HSPA1A,RPSA,PFKL,TCP1,LDHA,EIF3D,ILK,ATIC,NARS,SNX6,SAMHD1,XRN1,RPS8,ACTR2,EEF2,ACTN4,GLUL,UGDH,DHX9,IDH3A,CCAR2,ACNAT2,PFAS,HSPD1,CTNND1,PTPN6,TGM2,EEF1A1,ANXA2,CAPN1,DNPEP,PFKP,UBE4B,KYNU,PECR,ZNFX1,PAK2,CCT7,HPD,HSPA9,MDH1,SAA3,HGD,PSMD13,PYCRL,PSMD12,RPL4,PICALM,CTPS1,USP5"
"GO:BP","monocarboxylic acid catabolic process","GO:0072329","2.19284463559579e-14","13.658992137266235","121","285","21","21354","ECI2,SCP2,HACL1,ACSL5,ACOX1,CROT,EHHADH,ACAD11,HSD17B4,ECH1,ACOX2,CPT1A,CRAT,MTOR,ECHS1,AKR1A1,ACOX3,ACAA1A,PHYH,PCK1,HAO1"
"GO:BP","fatty acid oxidation","GO:0019395","8.94766117884699e-14","13.048290469696452","113","285","20","21354","ECI2,SCP2,HACL1,ACSL5,ACOX1,CROT,EHHADH,ACAD11,HSD17B4,ECH1,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A,PHYH,ADH5,HAO1"
"GO:BP","small molecule biosynthetic process","GO:0044283","2.549941049779156e-13","12.59346985958626","618","285","40","21354","ACLY,CTH,SCP2,FBP1,ASL,FASN,CBS,ALDOA,GLS2,SEC14L2,GAPDH,ASS1,GPI,MTHFD1,BAAT,UPB1,SORD,SDS,BHMT,GOT1,PKM,AMACR,PGK1,AKR1A1,ACACA,ANXA1,PCK1,ADK,SDSL,ALDH8A1,OAT,GSTP1,TPI1,LDHA,SAMHD1,GLUL,UGDH,KYNU,PECR,PYCRL"
"GO:BP","lipid oxidation","GO:0034440","2.5797145197613053e-13","12.588428351925248","119","285","20","21354","ECI2,SCP2,HACL1,ACSL5,ACOX1,CROT,EHHADH,ACAD11,HSD17B4,ECH1,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A,PHYH,ADH5,HAO1"
"GO:BP","dicarboxylic acid metabolic process","GO:0043648","5.318970782302786e-13","12.274172395300688","92","285","18","21354","ACLY,ME1,ASL,ALDH1L1,TAT,GLS2,ASS1,IDH1,MTHFD1,GOT1,PHYH,PCK1,OAT,ATIC,GLUL,IDH3A,KYNU,MDH1"
"GO:BP","generation of precursor metabolites and energy","GO:0006091","7.082291266743768e-13","12.149826216389203","452","285","34","21354","PYGL,FBP1,ALDOA,ACO1,ACOX1,CROT,ALDOB,CAT,GAPDH,BPGM,GPI,IDH1,TALDO1,TKT,AOX3,IDE,SHPK,ENO1,GSK3A,PKM,XDH,MTOR,PGK1,PGAM1,GBE1,STAT3,ADH5,TPI1,PFKL,LDHA,AOX1,IDH3A,PFKP,MDH1"
"GO:BP","organic acid biosynthetic process","GO:0016053","7.912045842380238e-13","12.101711205102093","293","285","28","21354","ACLY,CTH,ASL,FASN,CBS,GLS2,ASS1,MTHFD1,BAAT,UPB1,SDS,BHMT,GOT1,PKM,AMACR,AKR1A1,ACACA,ANXA1,SDSL,ALDH8A1,OAT,GSTP1,LDHA,GLUL,UGDH,KYNU,PECR,PYCRL"
"GO:BP","carboxylic acid biosynthetic process","GO:0046394","3.391359731362803e-12","11.46962614090322","285","285","27","21354","ACLY,CTH,ASL,FASN,CBS,GLS2,ASS1,MTHFD1,BAAT,UPB1,SDS,BHMT,GOT1,PKM,AMACR,AKR1A1,ACACA,ANXA1,ALDH8A1,OAT,GSTP1,LDHA,GLUL,UGDH,KYNU,PECR,PYCRL"
"GO:BP","fatty acid beta-oxidation","GO:0006635","4.6544739818134874e-12","11.33212939302938","74","285","16","21354","ECI2,SCP2,ACSL5,ACOX1,CROT,EHHADH,ACAD11,HSD17B4,ECH1,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A"
"GO:BP","sulfur compound metabolic process","GO:0006790","8.692336901846803e-12","11.060863449427272","296","285","27","21354","ACLY,CTH,SCP2,PIPOX,ACSL5,CPS1,AHCY,PAPSS2,FASN,CBS,ACSL1,IDH1,EHHADH,MTHFD1,BAAT,HSD17B4,BHMT,ACACA,GSS,ACNAT1,GSTK1,GSTP1,UGDH,ACNAT2,KYNU,HSPA9,MGST1"
"GO:BP","response to organic substance","GO:0010033","1.5311701794749536e-11","10.814976537649512","3434","285","99","21354","KARS,CTH,MYOF,GK,HSPH1,HSP90AB1,ME1,CPS1,ARG1,HSPA8,FASN,CBS,TAT,GBP2,HGS,ACSL1,MYO1C,ESD,ALDOB,CAT,GAPDH,ASS1,KRT8,GPI,IDH1,NAMPT,EPRS,VPS13C,MAOB,SORD,ISG15,TNFAIP3,USP19,SHPK,IFIH1,FMO1,ENO1,GOT1,ACTR3,GSK3A,PKM,RPLP0,GART,KIF5B,HSP90AA1,IIGP1,EEF1E1,XDH,UBR2,CPT1A,MTOR,PPP2CA,AKR1A1,IKBKE,NAIP2,IFIT1,ACACA,ACTB,GSS,HSPA4L,STAT3,ANXA1,PCK1,GBP5,DDX58,ADH5,ZBP1,LARS,PAFAH1B1,SLC25A5,GSTP1,HSPA1A,PFKL,LDHA,ILK,ATIC,SNX6,SAMHD1,XRN1,ACTR2,EEF2,ACTN4,ALDH2,GLUL,DHX9,HSPD1,PTPN6,EEF1A1,ANXA2,CAPN1,PFKP,UBE4B,KYNU,PAK2,IFIT3,IRGM1,HSPA9,SAA3,MGST1"
"GO:BP","amide biosynthetic process","GO:0043604","2.5764897950707988e-11","10.588971573347761","780","285","42","21354","RARS,RPS27A,VARS,KARS,ACLY,ASL,ACSL5,CPS1,ARG1,ACSL1,ACO1,GAPDH,ASS1,EPRS,RPS3A,EIF3A,PKM,RPLP0,EEF1E1,FARSB,DDX3X,ABCE1,RPL12,MTOR,IARS,EEF1G,DARS,AIMP2,ACACA,GSS,STAT3,RPS6,LARS,RPSA,EIF3D,NARS,XRN1,RPS8,EEF2,DHX9,EEF1A1,RPL4"
"GO:BP","cellular lipid catabolic process","GO:0044242","2.736786445756949e-11","10.562759089709994","213","285","23","21354","ECI2,SCP2,HACL1,ACSL5,CPS1,ACOX1,CROT,IDH1,EHHADH,ACAD11,HSD17B4,ECH1,AMACR,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A,PHYH,PCK1,HAO1"
"GO:BP","pyruvate metabolic process","GO:0006090","3.823262009977117e-11","10.417565938552212","116","285","18","21354","ME1,FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,SDS,ENO1,PKM,PGK1,PGAM1,STAT3,PCK1,TPI1,PFKL,LDHA,PFKP"
"GO:BP","carbohydrate derivative metabolic process","GO:1901135","3.990700909786599e-11","10.398950819972601","978","285","47","21354","PYGL,ACLY,GK,SCP2,FBP1,PIPOX,ACSL5,AHCY,PAPSS2,FASN,ALDOA,ACSL1,CROT,ALDOB,GAPDH,BPGM,GPI,EHHADH,TALDO1,BAAT,UPB1,HSD17B4,TKT,SHPK,CTPS2,ENO1,PGM3,PKM,GART,PGK1,AKR1A1,PGAM1,ACACA,STAT3,ACNAT1,ADK,TPI1,PFKL,ATIC,SAMHD1,UGDH,ACNAT2,PFAS,PFKP,KYNU,PYCRL,CTPS1"
"GO:BP","response to cytokine","GO:0034097","7.249181420299043e-11","10.139711031321173","955","285","46","21354","KARS,CTH,HSP90AB1,ARG1,FASN,GBP2,ACSL1,MYO1C,GAPDH,ASS1,KRT8,EPRS,ISG15,SHPK,IFIH1,ENO1,ACTR3,GSK3A,RPLP0,KIF5B,IIGP1,EEF1E1,IKBKE,IFIT1,GSS,STAT3,ANXA1,PCK1,GBP5,DDX58,ZBP1,PAFAH1B1,SLC25A5,ILK,ATIC,SAMHD1,ACTR2,ACTN4,DHX9,HSPD1,PTPN6,PFKP,KYNU,IFIT3,IRGM1,SAA3"
"GO:BP","peptide metabolic process","GO:0006518","9.67539520878034e-11","10.01433128641375","811","285","42","21354","RARS,RPS27A,VARS,KARS,CTH,ACO1,GAPDH,IDH1,EPRS,RPS3A,IDE,EIF3A,GSK3A,PKM,RPLP0,EEF1E1,FARSB,DDX3X,ABCE1,RPL12,MTOR,IARS,EEF1G,DARS,AIMP2,GSS,STAT3,RPS6,GSTK1,LARS,GSTP1,RPSA,EIF3D,NARS,XRN1,RPS8,EEF2,DHX9,EEF1A1,RPL4,PICALM,MGST1"
"GO:BP","carbohydrate metabolic process","GO:0005975","3.3255061936599333e-10","9.478142238968058","591","285","35","21354","PYGL,MYOF,GK,FBP1,ALDOA,FGGY,ALDOB,GAPDH,BPGM,GPI,IDH1,PGM1,TALDO1,SORD,SHPK,SDS,ENO1,GOT1,PGM3,GSK3A,PKM,CPT1A,MTOR,PGK1,AKR1A1,PGAM1,GBE1,STAT3,PCK1,TPI1,PFKL,LDHA,UGDH,PFKP,MDH1"
"GO:BP","alpha-amino acid biosynthetic process","GO:1901607","2.504403745319877e-9","8.601295655401799","61","285","13","21354","CTH,ASL,CBS,GLS2,ASS1,MTHFD1,SDS,BHMT,GOT1,SDSL,OAT,GLUL,PYCRL"
"GO:BP","cellular modified amino acid metabolic process","GO:0006575","2.813093178407185e-9","8.550815882410742","169","285","19","21354","CTH,PIPOX,ASL,ALDH1L1,AHCY,CROT,ASS1,IDH1,MTHFD1,BHMT,GART,CPT1A,CRAT,ALDH7A1,GSS,GSTK1,GSTP1,ATIC,MGST1"
"GO:BP","carbohydrate catabolic process","GO:0016052","4.0571421612634274e-9","8.391779774457232","151","285","18","21354","PYGL,GK,FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,SORD,ENO1,PKM,PGK1,PGAM1,STAT3,TPI1,PFKL,LDHA,PFKP"
"GO:BP","alpha-amino acid catabolic process","GO:1901606","4.108783469852712e-9","8.3862867451645","78","285","14","21354","PIPOX,ARG1,AHCY,CBS,TAT,GLS2,SDS,GOT1,SDSL,ALDH8A1,OAT,KYNU,HPD,HGD"
"GO:BP","cellular response to cytokine stimulus","GO:0071345","5.922641445819898e-9","8.227484558565429","840","285","40","21354","KARS,CTH,HSP90AB1,ARG1,FASN,GBP2,ACSL1,MYO1C,GAPDH,ASS1,KRT8,EPRS,SHPK,ENO1,ACTR3,GSK3A,RPLP0,KIF5B,IIGP1,EEF1E1,IKBKE,IFIT1,STAT3,PCK1,GBP5,ZBP1,PAFAH1B1,SLC25A5,ILK,ATIC,SAMHD1,ACTR2,ACTN4,DHX9,HSPD1,PTPN6,PFKP,IFIT3,IRGM1,SAA3"
"GO:BP","biosynthetic process","GO:0009058","1.5562902773255723e-8","7.807909395724758","5876","285","132","21354","PYGL,RARS,STAT1,MAP2K2,RPS27A,VARS,KARS,ACLY,CTH,GK,HSPH1,SCP2,HSP90AB1,FBP1,ASL,ALDH1L1,ACSL5,CPS1,ARG1,HSPA8,PAPSS2,FASN,CBS,TAT,ALDOA,GMPPA,GLS2,ACSL1,ACO1,ACOX1,SEC14L2,CAT,GAPDH,ASS1,GPI,IDH1,NAMPT,MTHFD1,BAAT,UPB1,EPRS,SORD,TNFAIP3,RPS3A,NACA,TKT,SDS,CTPS2,ENO1,EIF3A,BHMT,GOT1,PGM3,ACTR3,GSK3A,PKM,RPLP0,GART,HSP90AA1,AMACR,EEF1E1,FARSB,ASPDH,SETD3,UBR2,DDX3X,ABCE1,RPL12,MTOR,CCT6A,CYP17A1,PGK1,WDR61,PPP2CA,AKR1A1,PBLD2,IARS,OASL2,ALDH7A1,EEF1G,GBE1,DARS,AIMP2,ACACA,GSS,STAT3,ANXA1,IKBKG,PCK1,FAM129B,DDX58,RPS6,ADK,SMARCD2,SDSL,LARS,ALDH8A1,WIPI2,CCT5,OAT,GSTP1,TPI1,HSPA1A,RPSA,TCP1,LDHA,EIF3D,ILK,ATIC,NARS,SNX6,SAMHD1,XRN1,RPS8,ACTR2,EEF2,ACTN4,GLUL,UGDH,DHX9,CCAR2,PFAS,HSPD1,EEF1A1,KYNU,PECR,ZNFX1,CCT7,PYCRL,RPL4,PICALM,CTPS1"
"GO:BP","response to stress","GO:0006950","2.2468213655191772e-8","7.6484314549743875","3858","285","99","21354","MYH9,MAP2K2,KARS,EPPK1,PXK,MYOF,HSPH1,HSP90AB1,CPS1,ARG1,HSPA8,AHCY,PAPSS2,CBS,TAT,PRDX1,GBP2,MYO1C,EPHX2,CAT,GAPDH,ASS1,KRT8,GPI,H2-K1,IDH1,NAMPT,EPRS,VPS13C,SORD,ISG15,TNFAIP3,USP19,NACA,ATOX1,SHPK,IFIH1,FMO1,GOT1,SERPINB1A,ACTR3,TAP1,KIF5B,HSP90AA1,IIGP1,EEF1E1,VDAC1,XDH,ACOX2,DDX3X,MTOR,PGK1,ORM1,OASL2,IKBKE,NAIP2,OAS3,IFIT1,UBA1,HSPA4L,STAT3,ANXA1,IKBKG,SZT2,PCK1,GBP5,DDX58,ADH5,HAO1,ZBP1,LARS,WIPI2,BABAM1,PAFAH1B1,GSTP1,HSPA1A,LDHA,SAMHD1,ACTR2,EEF2,ACTN4,ALDH2,GLUL,DHX9,CCAR2,VDAC3,HSPD1,PTPN6,TGM2,ANXA2,CAPN1,UBE4B,KYNU,PAK2,IFIT3,IRGM1,HSPA9,SAA3,MGST1"
"GO:BP","glutamine family amino acid metabolic process","GO:0009064","2.372828431009883e-8","7.624733662608371","72","285","13","21354","ASL,CPS1,ARG1,TAT,GLS2,ASS1,CTPS2,GOT1,OAT,GLUL,PFAS,PYCRL,CTPS1"
"GO:BP","glycolytic process","GO:0006096","2.6871366333336013e-8","7.570710250353512","89","285","14","21354","FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,ENO1,PKM,PGK1,PGAM1,STAT3,TPI1,PFKL,PFKP"
"GO:BP","cellular amino acid catabolic process","GO:0009063","3.144455122640577e-8","7.502454599100051","90","285","14","21354","PIPOX,ARG1,AHCY,CBS,TAT,GLS2,SDS,GOT1,SDSL,ALDH8A1,OAT,KYNU,HPD,HGD"
"GO:BP","ATP generation from ADP","GO:0006757","3.144455122640577e-8","7.502454599100051","90","285","14","21354","FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,ENO1,PKM,PGK1,PGAM1,STAT3,TPI1,PFKL,PFKP"
"GO:BP","purine nucleoside bisphosphate metabolic process","GO:0034032","3.615836294810799e-8","7.44179124021817","109","285","15","21354","ACLY,SCP2,PIPOX,ACSL5,PAPSS2,FASN,ACSL1,CROT,EHHADH,BAAT,HSD17B4,ACACA,ACNAT1,ACNAT2,KYNU"
"GO:BP","ribonucleoside bisphosphate metabolic process","GO:0033875","3.615836294810799e-8","7.44179124021817","109","285","15","21354","ACLY,SCP2,PIPOX,ACSL5,PAPSS2,FASN,ACSL1,CROT,EHHADH,BAAT,HSD17B4,ACACA,ACNAT1,ACNAT2,KYNU"
"GO:BP","nucleoside bisphosphate metabolic process","GO:0033865","3.615836294810799e-8","7.44179124021817","109","285","15","21354","ACLY,SCP2,PIPOX,ACSL5,PAPSS2,FASN,ACSL1,CROT,EHHADH,BAAT,HSD17B4,ACACA,ACNAT1,ACNAT2,KYNU"
"GO:BP","nucleoside diphosphate phosphorylation","GO:0006165","4.1371234796670845e-8","7.383301516634644","110","285","15","21354","FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,ENO1,PKM,PGK1,PGAM1,STAT3,PCK1,TPI1,PFKL,PFKP"
"GO:BP","organonitrogen compound catabolic process","GO:1901565","4.24571708109757e-8","7.372048948985815","1233","285","48","21354","RNF213,RPS27A,HSP90AB1,UBB,PIPOX,ALDH1L1,ARG1,HSPA8,AHCY,CBS,TAT,GLS2,GDA,UPB1,ISG15,TNFAIP3,USP19,AOX3,IDE,SDS,BHMT,GOT1,SERPINB1A,GSK3A,HSP90AA1,XDH,UBR2,ANAPC7,PPP2CA,UBA1,DPYS,NSF,PSMB1,SDSL,ALDH8A1,OAT,HSPA1A,SAMHD1,CCAR2,ANXA2,UBE4B,KYNU,HPD,HGD,PSMD13,PYCRL,PSMD12,USP5"
"GO:BP","peptide biosynthetic process","GO:0043043","4.824068496716727e-8","7.316586534297651","667","285","34","21354","RARS,RPS27A,VARS,KARS,ACO1,GAPDH,EPRS,RPS3A,EIF3A,PKM,RPLP0,EEF1E1,FARSB,DDX3X,ABCE1,RPL12,MTOR,IARS,EEF1G,DARS,AIMP2,GSS,STAT3,RPS6,LARS,RPSA,EIF3D,NARS,XRN1,RPS8,EEF2,DHX9,EEF1A1,RPL4"
"GO:BP","cellular amino acid biosynthetic process","GO:0008652","5.140549058819931e-8","7.288990491806132","61","285","12","21354","CTH,ASL,CBS,GLS2,ASS1,MTHFD1,UPB1,BHMT,GOT1,OAT,GLUL,PYCRL"
"GO:BP","lipid catabolic process","GO:0016042","5.1679687286687916e-8","7.286680122916934","334","285","24","21354","ECI2,SCP2,HACL1,ACSL5,CPS1,ACOX1,CROT,IDH1,EHHADH,ACAD11,HSD17B4,ECH1,AMACR,ACOX2,CPT1A,CRAT,MTOR,ECHS1,ACOX3,ACAA1A,PHYH,PCK1,HAO1,PAFAH1B1"
"GO:BP","cellular response to chemical stimulus","GO:0070887","5.369026824827236e-8","7.2701044262015335","3111","285","85","21354","KARS,CTH,MYOF,HSP90AB1,FBP1,CPS1,ARG1,HSPA8,FASN,CBS,PRDX1,GBP2,HGS,ACSL1,MYO1C,ESD,CAT,GAPDH,ASS1,KRT8,NAMPT,EPRS,TNFAIP3,USP19,CYP2D10,SHPK,IFIH1,ENO1,GOT1,ACTR3,GSK3A,PKM,RPLP0,KIF5B,IIGP1,EEF1E1,XDH,UBR2,DDX3X,CPT1A,MTOR,PGK1,PPP2CA,AKR1A1,IKBKE,NAIP2,ACAA1A,IFIT1,ACACA,ACTB,STAT3,ANXA1,PCK1,GBP5,DDX58,ADH5,ZBP1,GSTK1,LARS,PAFAH1B1,SLC25A5,GSTP1,HSPA1A,ILK,ATIC,SNX6,SAMHD1,XRN1,ACTR2,EEF2,ACTN4,ALDH2,DHX9,HSPD1,PTPN6,EEF1A1,CAPN1,PRDX6,PFKP,PAK2,IFIT3,IRGM1,HSPA9,SAA3,MGST1"
"GO:BP","nucleotide phosphorylation","GO:0046939","6.144847735684916e-8","7.211488874107245","113","285","15","21354","FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,ENO1,PKM,PGK1,PGAM1,STAT3,PCK1,TPI1,PFKL,PFKP"
"GO:BP","nucleobase metabolic process","GO:0009112","8.089504292927401e-8","7.092078090185276","37","285","10","21354","CPS1,GDA,UOX,AOX3,CTPS2,GART,XDH,MTOR,DPYS,CTPS1"
"GO:BP","ADP metabolic process","GO:0046031","8.950805819387635e-8","7.048137864442766","97","285","14","21354","FBP1,ALDOA,ALDOB,GAPDH,BPGM,GPI,ENO1,PKM,PGK1,PGAM1,STAT3,TPI1,PFKL,PFKP"
"GO:BP","translation","GO:0006412","9.968895152380603e-8","7.001352971659566","648","285","33","21354","RARS,RPS27A,VARS,KARS,ACO1,GAPDH,EPRS,RPS3A,EIF3A,PKM,RPLP0,EEF1E1,FARSB,DDX3X,ABCE1,RPL12,MTOR,IARS,EEF1G,DARS,AIMP2,STAT3,RPS6,LARS,RPSA,EIF3D,NARS,XRN1,RPS8,EEF2,DHX9,EEF1A1,RPL4"
"GO:BP","nucleotide biosynthetic process","GO:0009165","1.3421496906731655e-7","6.872199044369767","236","285","20","21354","KARS,ACLY,ACSL5,PAPSS2,ALDOA,ACSL1,NAMPT,MTHFD1,CTPS2,PKM,GART,ASPDH,OASL2,ACACA,STAT3,ADK,ATIC,PFAS,KYNU,CTPS1"
"GO:BP","nucleoside phosphate biosynthetic process","GO:1901293","1.6850467912255274e-7","6.773388034917923","239","285","20","21354","KARS,ACLY,ACSL5,PAPSS2,ALDOA,ACSL1,NAMPT,MTHFD1,CTPS2,PKM,GART,ASPDH,OASL2,ACACA,STAT3,ADK,ATIC,PFAS,KYNU,CTPS1"
